kmer,hubness,count,k,community,count_fraction
POTASSIUM ION,0.004379265541487308,4,2,11,0.008130081300813009
CATION SYMPORTER,0.00376243488179823,4,2,11,0.008130081300813009
ORGANIC ANION,0.0033803165072653386,4,2,11,0.008130081300813009
POSITIVE REGULATION,0.003164979260785436,4,2,11,0.008130081300813009
ANION CHANNEL,0.0021317181055283433,4,2,11,0.008130081300813009
CELL MEMBRANE,0.0016059348852770874,4,2,11,0.008130081300813009
ACTIVITY INVOLVED,0.0012308053449670822,4,2,11,0.008130081300813009
MEMBRANE DEPOLARIZATION,0.001056275817808418,4,2,11,0.008130081300813009
ZINC ION,0.0005196709604523011,4,2,11,0.008130081300813009
ION BINDING,0.00040663031821027183,4,2,11,0.008130081300813009
REGULATION TRANSMEMBRANE,0.00675837054095074,3,2,11,0.006097560975609756
SECONDARY ACTIVE,0.0053210112307416355,3,2,11,0.006097560975609756
POTASSIUM CHANNELS,0.004849942872052378,3,2,11,0.006097560975609756
RECTIFIER POTASSIUM,0.002718823590321597,3,2,11,0.006097560975609756
EXTRACELLULAR LIGAND,0.0025221844564547093,3,2,11,0.006097560975609756
CATION ANTIPORTER,0.002197431249402104,3,2,11,0.006097560975609756
MEMBRANE REPOLARIZATION,0.0020176902639737625,3,2,11,0.006097560975609756
CALCIUM ACTIVATED,0.0013761137155017178,3,2,11,0.006097560975609756
CHLORIDE SYMPORTER,0.0012445199287728901,3,2,11,0.006097560975609756
GATED SODIUM,0.00109888978415066,3,2,11,0.006097560975609756
INVOLVED CARDIAC,0.0010830791881540976,3,2,11,0.006097560975609756
ACTIVATED CATION,0.000992458045856792,3,2,11,0.006097560975609756
PROTON SYMPORTER,0.0009437515936899072,3,2,11,0.006097560975609756
VENTRICULAR CARDIAC,0.0008718624479176642,3,2,11,0.006097560975609756
ORGANIC CATION,0.0007505443363834235,3,2,11,0.006097560975609756
GATED CHLORIDE,0.0007120012734062492,3,2,11,0.006097560975609756
GLUTAMATE BINDING,0.0006516006287908289,3,2,11,0.006097560975609756
CYCLIC NUCLEOTIDE,0.0005312740252916025,3,2,11,0.006097560975609756
CELLULAR RESPONSE,0.0004570407462227543,3,2,11,0.006097560975609756
PURKINJE MYOCYTE,0.00040293811732589204,3,2,11,0.006097560975609756
PROTEIN BINDING,0.0002425297011393777,3,2,11,0.006097560975609756
METABOLIC PROCESS,0.00022057121628749318,3,2,11,0.006097560975609756
TRANSMEMBRANE TRANSPORTER ACTIVITY,0.0028548216018100766,101,3,11,0.20528455284552846
CARDIAC MUSCLE CELL,0.0015683338788024916,15,3,11,0.03048780487804878
ACID TRANSMEMBRANE TRANSPORTER,0.0026006607201421793,14,3,11,0.028455284552845527
ION TRANSMEMBRANE TRANSPORTER,0.006072817113868104,12,3,11,0.024390243902439025
ION CHANNEL ACTIVITY,0.003435175449323234,11,3,11,0.022357723577235773
POTASSIUM CHANNEL ACTIVITY,0.0045015931314217605,8,3,11,0.016260162601626018
GATED ION CHANNEL,0.004472818765976554,8,3,11,0.016260162601626018
SODIUM SYMPORTER ACTIVITY,0.0026294367897048876,7,3,11,0.014227642276422764
AMINO ACID TRANSMEMBRANE,0.0024712219265199606,7,3,11,0.014227642276422764
CATION CHANNEL ACTIVITY,0.0057433410440151066,6,3,11,0.012195121951219513
CHANNEL REGULATOR ACTIVITY,0.0023803888122501497,6,3,11,0.012195121951219513
CELL ACTION POTENTIAL,0.0017890609760466637,6,3,11,0.012195121951219513
MUSCLE CELL ACTION,0.0017890609760466637,6,3,11,0.012195121951219513
ACROSS PLASMA MEMBRANE,0.004043232479498868,5,3,11,0.01016260162601626
LIGAND GATED ION,0.003809934015064112,5,3,11,0.01016260162601626
CALCIUM CHANNEL ACTIVITY,0.0017893859734545085,5,3,11,0.01016260162601626
CHANNEL INHIBITOR ACTIVITY,0.00048686772236714634,5,3,11,0.01016260162601626
ANION TRANSMEMBRANE TRANSPORTER,0.007629311512550454,4,3,11,0.008130081300813009
CATION TRANSMEMBRANE TRANSPORTER,0.007497194228963767,4,3,11,0.008130081300813009
VOLTAGE GATED POTASSIUM,0.004679155171045653,4,3,11,0.008130081300813009
CATION SYMPORTER ACTIVITY,0.00376243488179823,4,3,11,0.008130081300813009
ANION CHANNEL ACTIVITY,0.0021317181055283433,4,3,11,0.008130081300813009
GATED CALCIUM CHANNEL,0.0020738286185773276,4,3,11,0.008130081300813009
CHLORIDE CHANNEL ACTIVITY,0.0017278840211369215,4,3,11,0.008130081300813009
SODIUM CHANNEL ACTIVITY,0.0016768914735623283,4,3,11,0.008130081300813009
MUSCLE CELL MEMBRANE,0.0016059348852770874,4,3,11,0.008130081300813009
CHANNEL ACTIVITY INVOLVED,0.0012308053449670822,4,3,11,0.008130081300813009
GLUTAMATE RECEPTOR ACTIVITY,0.0009537229989707035,4,3,11,0.008130081300813009
REGULATION ION TRANSPORT,0.007006664162308424,3,3,11,0.006097560975609756
REGULATION TRANSMEMBRANE TRANSPORT,0.00675837054095074,3,3,11,0.006097560975609756
GATED POTASSIUM CHANNEL,0.004592531224589386,3,3,11,0.006097560975609756
AMINO ACID TRANSPORT,0.0035209846110572734,3,3,11,0.006097560975609756
RECTIFIER POTASSIUM CHANNEL,0.002718823590321597,3,3,11,0.006097560975609756
EXTRACELLULAR LIGAND GATED,0.0025221844564547093,3,3,11,0.006097560975609756
CATION ANTIPORTER ACTIVITY,0.002197431249402104,3,3,11,0.006097560975609756
COMPOUND TRANSMEMBRANE TRANSPORTER,0.001977353620713865,3,3,11,0.006097560975609756
VOLTAGE GATED CALCIUM,0.0019480319312335287,3,3,11,0.006097560975609756
CHLORIDE SYMPORTER ACTIVITY,0.0012445199287728901,3,3,11,0.006097560975609756
GATED SODIUM CHANNEL,0.00109888978415066,3,3,11,0.006097560975609756
ACTIVITY INVOLVED CARDIAC,0.0010830791881540976,3,3,11,0.006097560975609756
INVOLVED CARDIAC MUSCLE,0.0010830791881540976,3,3,11,0.006097560975609756
ACTIVATED CATION CHANNEL,0.000992458045856792,3,3,11,0.006097560975609756
PROTON SYMPORTER ACTIVITY,0.0009437515936899072,3,3,11,0.006097560975609756
VENTRICULAR CARDIAC MUSCLE,0.0008718624479176642,3,3,11,0.006097560975609756
CONTAINING COMPOUND TRANSMEMBRANE,0.0007123155855709657,3,3,11,0.006097560975609756
GLUTAMATE RECEPTOR BINDING,0.00044948381176778416,3,3,11,0.006097560975609756
REGULATION,0.005935854732071063,74,1,12,0.15040650406504066
RECEPTOR,0.002101096560477732,63,1,12,0.12804878048780488
RESPONSE,0.004289721021949641,58,1,12,0.11788617886178862
BINDING,0.0015434863797360212,48,1,12,0.0975609756097561
CELL,0.005373895792269974,44,1,12,0.08943089430894309
SIGNALING,0.003227022606850329,35,1,12,0.07113821138211382
INTERLEUKIN,0.0014658114504183634,32,1,12,0.06504065040650407
ACTIVITY,0.001951918223977341,26,1,12,0.052845528455284556
POSITIVE,0.008274505479565377,19,1,12,0.03861788617886179
ACTIVATION,0.006167422240041145,19,1,12,0.03861788617886179
IMMUNE,0.00849216327166887,17,1,12,0.034552845528455285
NEGATIVE,0.005089061027793059,17,1,12,0.034552845528455285
CYTOKINE,0.007495884310878272,16,1,12,0.032520325203252036
PATHWAY,0.002842313051205254,16,1,12,0.032520325203252036
MHC,0.000639586456627745,14,1,12,0.028455284552845527
ANTIGEN,0.0009564495721235788,13,1,12,0.026422764227642278
MEDIATED,0.0035969744858867507,11,1,12,0.022357723577235773
CHEMOKINE,0.002181894627579989,11,1,12,0.022357723577235773
CLASS,0.0005536593946397753,11,1,12,0.022357723577235773
PROCESS,0.0044638836165236265,10,1,12,0.02032520325203252
LEUKOCYTE,0.00879800999649945,9,1,12,0.018292682926829267
PRODUCTION,0.006521247801893737,9,1,12,0.018292682926829267
PROTEIN,0.0011117928320382119,9,1,12,0.018292682926829267
STIMULUS,0.0041538466971832244,8,1,12,0.016260162601626018
TYPE,0.0032799790374294898,8,1,12,0.016260162601626018
INTERFERON,0.002515206521081012,8,1,12,0.016260162601626018
FACTOR,0.0010986386741350764,8,1,12,0.016260162601626018
DEFENSE,0.006992020091049015,7,1,12,0.014227642276422764
GROWTH,0.0012283118439921302,7,1,12,0.014227642276422764
DEVELOPMENT,0.0007325616791757389,7,1,12,0.014227642276422764
BETA,0.003621882321040786,6,1,12,0.012195121951219513
ANTIMICROBIAL,0.0016349225338554195,6,1,12,0.012195121951219513
1,0.001493540183240635,6,1,12,0.012195121951219513
PRESENTATION,0.0008735396263017635,6,1,12,0.012195121951219513
PROCESSING,0.0008460547848856461,6,1,12,0.012195121951219513
ADHESION,0.009516099142165665,5,1,12,0.01016260162601626
DIFFERENTIATION,0.008612334782428305,5,1,12,0.01016260162601626
ALPHA,0.0040008171910146635,5,1,12,0.01016260162601626
INFLAMMATORY,0.0022527513447396326,5,1,12,0.01016260162601626
12,0.001619626407788637,5,1,12,0.01016260162601626
6,0.0011879781690160092,5,1,12,0.01016260162601626
MIGRATION,0.00108728391330905,5,1,12,0.01016260162601626
PEPTIDE,0.0009395497443631473,5,1,12,0.01016260162601626
II,0.0005087511115250138,5,1,12,0.01016260162601626
PROLIFERATION,0.009341903306343047,4,1,12,0.008130081300813009
CHEMOTAXIS,0.007558407153714067,4,1,12,0.008130081300813009
BACTERIUM,0.004666353995442611,4,1,12,0.008130081300813009
ORGANISM,0.0034642913465537796,4,1,12,0.008130081300813009
MYELOID,0.0032910246482035677,4,1,12,0.008130081300813009
4,0.0030128159066955223,4,1,12,0.008130081300813009
LIKE,0.002828933271403645,4,1,12,0.008130081300813009
MACROPHAGE,0.001784277985510237,4,1,12,0.008130081300813009
2,0.0016902304078568466,4,1,12,0.008130081300813009
HUMORAL,0.0014466921105336914,4,1,12,0.008130081300813009
TISSUE,0.0012424987721648144,4,1,12,0.008130081300813009
PEPTIDOGLYCAN,0.000792110594602029,4,1,12,0.008130081300813009
BONE,0.0007054428605408313,4,1,12,0.008130081300813009
HEMOPOIESIS,0.011842870639084499,3,1,12,0.006097560975609756
IMMUNITY,0.009151469745642482,3,1,12,0.006097560975609756
STAT,0.005105237682874467,3,1,12,0.006097560975609756
VIRUS,0.004934883371648542,3,1,12,0.006097560975609756
PATTERN,0.003554583846510906,3,1,12,0.006097560975609756
RECOGNITION,0.003554583846510906,3,1,12,0.006097560975609756
HOMEOSTASIS,0.0033154210606336355,3,1,12,0.006097560975609756
KILLING,0.003148998239982085,3,1,12,0.006097560975609756
GAMMA,0.0029797792639496973,3,1,12,0.006097560975609756
KILLER,0.0029205179115878777,3,1,12,0.006097560975609756
NATURAL,0.0029205179115878777,3,1,12,0.006097560975609756
APOPTOTIC,0.0028395133533890894,3,1,12,0.006097560975609756
VIA,0.002654758950743104,3,1,12,0.006097560975609756
DENDRITIC,0.002401179133341974,3,1,12,0.006097560975609756
PHAGOCYTOSIS,0.0022143461299993458,3,1,12,0.006097560975609756
MAST,0.0018847631240642626,3,1,12,0.006097560975609756
FAMILY,0.0018274683074424594,3,1,12,0.006097560975609756
17,0.0015847105955423347,3,1,12,0.006097560975609756
REMODELING,0.0013747758521784165,3,1,12,0.006097560975609756
TUMOR,0.0013323902691783874,3,1,12,0.006097560975609756
INDUCTION,0.0013308501213379574,3,1,12,0.006097560975609756
TOLERANCE,0.0013308501213379574,3,1,12,0.006097560975609756
LIPOPOLYSACCHARIDE,0.0009821565446853624,3,1,12,0.006097560975609756
ENDOTHELIAL,0.000918163184448324,3,1,12,0.006097560975609756
VASCULAR,0.000918163184448324,3,1,12,0.006097560975609756
LIGAND,0.0009068945507505165,3,1,12,0.006097560975609756
BIOSYNTHETIC,0.0007866055727873742,3,1,12,0.006097560975609756
DEFENSINS,0.0007312049769604166,3,1,12,0.006097560975609756
18,0.0006889791016642554,3,1,12,0.006097560975609756
HORMONE,0.0006181634617910605,3,1,12,0.006097560975609756
MEMBRANE,0.0004671345245641822,3,1,12,0.006097560975609756
RECEPTOR BINDING,0.002144312029632976,27,2,12,0.054878048780487805
POSITIVE REGULATION,0.008535792184900234,18,2,12,0.036585365853658534
NEGATIVE REGULATION,0.005204513233205999,16,2,12,0.032520325203252036
RECEPTOR ACTIVITY,0.0011977958448142272,15,2,12,0.03048780487804878
IMMUNE RESPONSE,0.008275608660051711,12,2,12,0.024390243902439025
SIGNALING PATHWAY,0.003532073210632355,11,2,12,0.022357723577235773
CELL ACTIVATION,0.009246378098896557,10,2,12,0.02032520325203252
MHC CLASS,0.0005386293881862105,10,2,12,0.02032520325203252
REGULATION CELL,0.010925597838867523,9,2,12,0.018292682926829267
RECEPTOR SIGNALING,0.0034505540315574396,8,2,12,0.016260162601626018
CHEMOKINE RECEPTOR,0.0015243978128995984,8,2,12,0.016260162601626018
DEFENSE RESPONSE,0.006992020091049015,7,2,12,0.014227642276422764
REGULATION RESPONSE,0.004289529661339131,7,2,12,0.014227642276422764
RESPONSE INTERLEUKIN,0.0008542330575181234,7,2,12,0.014227642276422764
CYTOKINE PRODUCTION,0.007853355501522868,5,2,12,0.01016260162601626
INTERLEUKIN 12,0.001619626407788637,5,2,12,0.01016260162601626
REGULATION ANTIGEN,0.0010671624826119465,5,2,12,0.01016260162601626
ANTIGEN PROCESSING,0.0009074556597270321,5,2,12,0.01016260162601626
PROCESSING PRESENTATION,0.0009074556597270321,5,2,12,0.01016260162601626
CLASS II,0.0005087511115250138,5,2,12,0.01016260162601626
FACTOR RECEPTOR,0.0004975763560001871,5,2,12,0.01016260162601626
REGULATION IMMUNE,0.013961264319123345,4,2,12,0.008130081300813009
REGULATION LEUKOCYTE,0.012891352312051914,4,2,12,0.008130081300813009
CELL ADHESION,0.011401588272558744,4,2,12,0.008130081300813009
REGULATION DEFENSE,0.007677329369698418,4,2,12,0.008130081300813009
CYTOKINE RECEPTOR,0.007357681088001227,4,2,12,0.008130081300813009
LIKE RECEPTOR,0.002828933271403645,4,2,12,0.008130081300813009
INFLAMMATORY RESPONSE,0.002550210994823431,4,2,12,0.008130081300813009
GROWTH FACTOR,0.001685923130642932,4,2,12,0.008130081300813009
INTERLEUKIN 6,0.0012338417229076873,4,2,12,0.008130081300813009
CELL MIGRATION,0.000931999426526092,4,2,12,0.008130081300813009
REGULATION BONE,0.0007054428605408313,4,2,12,0.008130081300813009
PROTEIN BINDING,0.0006711335070274168,4,2,12,0.008130081300813009
REGULATION CYTOKINE,0.012294879467203798,3,2,12,0.006097560975609756
REGULATION HEMOPOIESIS,0.011842870639084499,3,2,12,0.006097560975609756
MEDIATED IMMUNITY,0.009151469745642482,3,2,12,0.006097560975609756
ALPHA BETA,0.006400625402369425,3,2,12,0.006097560975609756
RESPONSE VIRUS,0.004934883371648542,3,2,12,0.006097560975609756
CELL MEDIATED,0.0044697232828541785,3,2,12,0.006097560975609756
INTERLEUKIN 4,0.0036885208922784354,3,2,12,0.006097560975609756
PATTERN RECOGNITION,0.003554583846510906,3,2,12,0.006097560975609756
RECOGNITION RECEPTOR,0.003554583846510906,3,2,12,0.006097560975609756
KILLER CELL,0.0029205179115878777,3,2,12,0.006097560975609756
NATURAL KILLER,0.0029205179115878777,3,2,12,0.006097560975609756
APOPTOTIC PROCESS,0.0028395133533890894,3,2,12,0.006097560975609756
DENDRITIC CELL,0.002401179133341974,3,2,12,0.006097560975609756
REGULATION PHAGOCYTOSIS,0.0022143461299993458,3,2,12,0.006097560975609756
RESPONSE INTERFERON,0.002048191331121626,3,2,12,0.006097560975609756
MAST CELL,0.0018847631240642626,3,2,12,0.006097560975609756
ANTIMICROBIAL HUMORAL,0.0018514997129157468,3,2,12,0.006097560975609756
FAMILY SIGNALING,0.0018274683074424594,3,2,12,0.006097560975609756
TOLERANCE INDUCTION,0.0013308501213379574,3,2,12,0.006097560975609756
HUMORAL RESPONSE,0.001199788620618457,3,2,12,0.006097560975609756
VASCULAR ENDOTHELIAL,0.000918163184448324,3,2,12,0.006097560975609756
BIOSYNTHETIC PROCESS,0.0007866055727873742,3,2,12,0.006097560975609756
INTERLEUKIN 18,0.0006889791016642554,3,2,12,0.006097560975609756
GROWTH HORMONE,0.0006181634617910605,3,2,12,0.006097560975609756
HORMONE RECEPTOR,0.0006181634617910605,3,2,12,0.006097560975609756
INTERLEUKIN 1,0.0005646537131628345,3,2,12,0.006097560975609756
BONE DEVELOPMENT,0.0004613744074413722,3,2,12,0.006097560975609756
CHEMOKINE RECEPTOR BINDING,0.0015243978128995984,8,3,12,0.016260162601626018
RECEPTOR SIGNALING PATHWAY,0.004309510462333926,6,3,12,0.012195121951219513
ANTIGEN PROCESSING PRESENTATION,0.0009074556597270321,5,3,12,0.01016260162601626
MHC CLASS II,0.0005087511115250138,5,3,12,0.01016260162601626
POSITIVE REGULATION CELL,0.014020356571824363,4,3,12,0.008130081300813009
REGULATION DEFENSE RESPONSE,0.007677329369698418,4,3,12,0.008130081300813009
REGULATION ANTIGEN PROCESSING,0.0005453030091731979,4,3,12,0.008130081300813009
REGULATION CYTOKINE PRODUCTION,0.012294879467203798,3,3,12,0.006097560975609756
REGULATION CELL ACTIVATION,0.011541715328473166,3,3,12,0.006097560975609756
NEGATIVE REGULATION CELL,0.007796986754870768,3,3,12,0.006097560975609756
POSITIVE REGULATION RESPONSE,0.005770147126193818,3,3,12,0.006097560975609756
NEGATIVE REGULATION RESPONSE,0.0035774029682913897,3,3,12,0.006097560975609756
PATTERN RECOGNITION RECEPTOR,0.003554583846510906,3,3,12,0.006097560975609756
NATURAL KILLER CELL,0.0029205179115878777,3,3,12,0.006097560975609756
GROWTH HORMONE RECEPTOR,0.0006181634617910605,3,3,12,0.006097560975609756
FACTOR RECEPTOR BINDING,0.0005485024505368505,3,3,12,0.006097560975609756
GROWTH FACTOR RECEPTOR,0.00048618573456506446,3,3,12,0.006097560975609756
REGULATION BONE DEVELOPMENT,0.0004613744074413722,3,3,12,0.006097560975609756
PROTEIN,0.008118581536016698,16,1,13,0.032520325203252036
SIGNALLING,0.01814991750313976,13,1,13,0.026422764227642278
G,0.014441475603463877,12,1,13,0.024390243902439025
RESPONSE,0.002300201905212696,10,1,13,0.02032520325203252
ACTIVATION,0.012755505862248129,9,1,13,0.018292682926829267
ACTIVITY,0.004177194708545013,9,1,13,0.018292682926829267
BINDING,0.00403444270021004,9,1,13,0.018292682926829267
RECEPTORS,0.01660396513670853,7,1,13,0.014227642276422764
CYCLASE,0.004747734795762628,7,1,13,0.014227642276422764
KINASE,0.0017939683182922157,7,1,13,0.014227642276422764
SIGNALING,0.015890936677309002,6,1,13,0.012195121951219513
INSULIN,0.013412421787560053,6,1,13,0.012195121951219513
SECRETION,0.013412421787560053,6,1,13,0.012195121951219513
MEDIATED,0.010337668430214674,6,1,13,0.012195121951219513
RECEPTOR,0.01705523866857362,5,1,13,0.01016260162601626
EVENTS,0.013476837857104327,5,1,13,0.01016260162601626
PATHWAY,0.0119184964678925,5,1,13,0.01016260162601626
ADENYLATE,0.00551377958105934,5,1,13,0.01016260162601626
PHOSPHORYLATION,0.004128138541931384,5,1,13,0.01016260162601626
DEPENDENT,0.003938983916843252,5,1,13,0.01016260162601626
GLUCAGON,0.018989410014955042,4,1,13,0.008130081300813009
SUBUNIT,0.002465300937655873,4,1,13,0.008130081300813009
FATTY,0.0024324481770862435,4,1,13,0.008130081300813009
BETAGAMMA,0.019033314626735354,3,1,13,0.006097560975609756
REGULATION,0.01789835307704492,3,1,13,0.006097560975609756
REGULATES,0.017699159607683226,3,1,13,0.006097560975609756
HOMEOSTASIS,0.0168734516026414,3,1,13,0.006097560975609756
WATER,0.012565261927163418,3,1,13,0.006097560975609756
BETA,0.008895498043878168,3,1,13,0.006097560975609756
PKA,0.0070858988912318914,3,1,13,0.006097560975609756
CELLULAR,0.003045134004454083,3,1,13,0.006097560975609756
CAMP,0.0019438328011023836,3,1,13,0.006097560975609756
G PROTEIN,0.012463447710751642,8,2,13,0.016260162601626018
PROTEIN KINASE,0.0017939683182922157,7,2,13,0.014227642276422764
INSULIN SECRETION,0.013412421787560053,6,2,13,0.012195121951219513
ADENYLATE CYCLASE,0.00551377958105934,5,2,13,0.01016260162601626
DEPENDENT PROTEIN,0.0019517559754269921,4,2,13,0.008130081300813009
BETAGAMMA SIGNALLING,0.019033314626735354,3,2,13,0.006097560975609756
PROTEIN BETA,0.008895498043878168,3,2,13,0.006097560975609756
MEDIATED PHOSPHORYLATION,0.004525282127723288,3,2,13,0.006097560975609756
CYCLASE ACTIVITY,0.004011907425665124,3,2,13,0.006097560975609756
CELLULAR RESPONSE,0.003045134004454083,3,2,13,0.006097560975609756
CAMP DEPENDENT,0.0019438328011023836,3,2,13,0.006097560975609756
SUBUNIT BINDING,0.0019020566072539293,3,2,13,0.006097560975609756
DEPENDENT PROTEIN KINASE,0.0019517559754269921,4,3,13,0.008130081300813009
G PROTEIN BETA,0.008895498043878168,3,3,13,0.006097560975609756
CAMP DEPENDENT PROTEIN,0.0019438328011023836,3,3,13,0.006097560975609756
RECEPTOR,0.006990436911163122,58,1,14,0.11788617886178862
ACTIVITY,0.007404907691946019,46,1,14,0.09349593495934959
BINDING,0.0072209017575218404,32,1,14,0.06504065040650407
REGULATION,0.0023239306826696323,31,1,14,0.06300813008130081
RECEPTORS,0.006674487302879356,22,1,14,0.044715447154471545
G,0.013184505136110747,14,1,14,0.028455284552845527
PROTEIN,0.009585137934855754,14,1,14,0.028455284552845527
RESPONSE,0.0020359286988731596,14,1,14,0.028455284552845527
SIGNALING,0.011723342065881555,12,1,14,0.024390243902439025
COUPLED,0.010850360729736623,12,1,14,0.024390243902439025
POSITIVE,0.0022391868153718367,12,1,14,0.024390243902439025
PATHWAY,0.0072904877371398795,9,1,14,0.018292682926829267
LIGAND,0.019559396174881845,8,1,14,0.016260162601626018
HORMONE,0.0056650797329162745,8,1,14,0.016260162601626018
BLOOD,0.002556800473770971,8,1,14,0.016260162601626018
DOPAMINE,0.0022715503648376156,8,1,14,0.016260162601626018
PEPTIDE,0.014806258656039652,7,1,14,0.014227642276422764
C,0.0045811782988080755,7,1,14,0.014227642276422764
PRESSURE,0.002002784658124445,7,1,14,0.014227642276422764
ARTERIAL,0.00208510891464213,6,1,14,0.012195121951219513
SYSTEMIC,0.00208510891464213,6,1,14,0.012195121951219513
ALPHA,0.012027720042578415,5,1,14,0.01016260162601626
AMINE,0.00839184008848005,5,1,14,0.01016260162601626
NEUROPEPTIDE,0.007594338927302198,5,1,14,0.01016260162601626
TASTE,0.00474782066097795,5,1,14,0.01016260162601626
PERCEPTION,0.0037744574842074204,5,1,14,0.01016260162601626
SENSORY,0.0037744574842074204,5,1,14,0.01016260162601626
STIMULUS,0.002574086808360726,5,1,14,0.01016260162601626
NEGATIVE,0.0017495769075062061,5,1,14,0.01016260162601626
BEHAVIOR,0.0014077235061639233,5,1,14,0.01016260162601626
LIKE,0.012148933372663349,4,1,14,0.008130081300813009
NEUROTRANSMITTER,0.010267134563371229,4,1,14,0.008130081300813009
NUCLEOTIDE,0.007284751284454682,4,1,14,0.008130081300813009
CHEMOKINE,0.004613341211685256,4,1,14,0.008130081300813009
ACETYLCHOLINE,0.0032052988237657866,4,1,14,0.008130081300813009
ADRENERGIC,0.0024512417486702524,4,1,14,0.008130081300813009
OLFACTORY,0.001669738828666388,4,1,14,0.008130081300813009
SECRETION,0.0010644303810082656,4,1,14,0.008130081300813009
SEROTONIN,0.009474796056365536,3,1,14,0.006097560975609756
MEDIATED,0.007994965291185553,3,1,14,0.006097560975609756
CHEMICAL,0.004624356742078287,3,1,14,0.006097560975609756
RENAL,0.00289755445982451,3,1,14,0.006097560975609756
INVOLVED,0.002655652013130789,3,1,14,0.006097560975609756
PROCESS,0.0023737629928747357,3,1,14,0.006097560975609756
SYSTEM,0.0023737629928747357,3,1,14,0.006097560975609756
VASOPRESSIN,0.0020751842552976956,3,1,14,0.006097560975609756
TEMPERATURE,0.002012175823827508,3,1,14,0.006097560975609756
BIND,0.0019112387462133778,3,1,14,0.006097560975609756
FORMYL,0.0017219048643785293,3,1,14,0.006097560975609756
RECEPTOR ACTIVITY,0.0072064756463633165,40,2,14,0.08130081300813008
G PROTEIN,0.010928635142764827,12,2,14,0.024390243902439025
POSITIVE REGULATION,0.0022391868153718367,12,2,14,0.024390243902439025
PROTEIN COUPLED,0.01160394479817109,11,2,14,0.022357723577235773
SIGNALING PATHWAY,0.0072904877371398795,9,2,14,0.018292682926829267
RECEPTOR BINDING,0.0012645496103961748,9,2,14,0.018292682926829267
BLOOD PRESSURE,0.002002784658124445,7,2,14,0.014227642276422764
RECEPTOR SIGNALING,0.009899548143380982,6,2,14,0.012195121951219513
ARTERIAL BLOOD,0.00208510891464213,6,2,14,0.012195121951219513
REGULATION SYSTEMIC,0.00208510891464213,6,2,14,0.012195121951219513
SYSTEMIC ARTERIAL,0.00208510891464213,6,2,14,0.012195121951219513
LIGAND BINDING,0.021444617887720525,5,2,14,0.01016260162601626
SENSORY PERCEPTION,0.0037744574842074204,5,2,14,0.01016260162601626
NEGATIVE REGULATION,0.0017495769075062061,5,2,14,0.01016260162601626
COUPLED RECEPTOR,0.01875230648649843,4,2,14,0.008130081300813009
BINDING RECEPTORS,0.015215136136135997,4,2,14,0.008130081300813009
NEUROTRANSMITTER RECEPTOR,0.010267134563371229,4,2,14,0.008130081300813009
ADRENERGIC RECEPTOR,0.0024512417486702524,4,2,14,0.008130081300813009
DOPAMINE RECEPTOR,0.0017213444012900828,4,2,14,0.008130081300813009
NEUROPEPTIDE RECEPTOR,0.008380165925530718,3,2,14,0.006097560975609756
CHEMOKINE BINDING,0.0052051375997304,3,2,14,0.006097560975609756
C CHEMOKINE,0.003919339082783233,3,2,14,0.006097560975609756
SYSTEM PROCESS,0.0023737629928747357,3,2,14,0.006097560975609756
HORMONE RECEPTOR,0.0017189440661841493,3,2,14,0.006097560975609756
G PROTEIN COUPLED,0.01160394479817109,11,3,14,0.022357723577235773
RECEPTOR SIGNALING PATHWAY,0.009899548143380982,6,3,14,0.012195121951219513
ARTERIAL BLOOD PRESSURE,0.00208510891464213,6,3,14,0.012195121951219513
REGULATION SYSTEMIC ARTERIAL,0.00208510891464213,6,3,14,0.012195121951219513
SYSTEMIC ARTERIAL BLOOD,0.00208510891464213,6,3,14,0.012195121951219513
PROTEIN COUPLED RECEPTOR,0.01875230648649843,4,3,14,0.008130081300813009
LIGAND BINDING RECEPTORS,0.015215136136135997,4,3,14,0.008130081300813009
NEUROTRANSMITTER RECEPTOR ACTIVITY,0.010267134563371229,4,3,14,0.008130081300813009
BINDING,0.0017697933568172767,24,1,15,0.04878048780487805
REGULATION,0.00450036728122478,20,1,15,0.04065040650406504
CELL,0.00503530983404627,18,1,15,0.036585365853658534
GOLGI,0.01146153216803552,16,1,15,0.032520325203252036
TRANSPORT,0.011355167255784985,16,1,15,0.032520325203252036
CYCLE,0.005606376741205094,14,1,15,0.028455284552845527
MITOTIC,0.00989939978734632,12,1,15,0.024390243902439025
MEMBRANE,0.00760119134519088,11,1,15,0.022357723577235773
ACTIVITY,0.0023641601033298413,11,1,15,0.022357723577235773
MICROTUBULE,0.0021363895743093924,11,1,15,0.022357723577235773
ASSEMBLY,0.008004532183289743,10,1,15,0.02032520325203252
MEDIATED,0.00780041731220861,10,1,15,0.02032520325203252
ORGANIZATION,0.006498855548747444,10,1,15,0.02032520325203252
VESICLE,0.010351446126723481,8,1,15,0.016260162601626018
TUBULIN,0.005061825058913419,8,1,15,0.016260162601626018
COMPLEX,0.0006175336683188863,8,1,15,0.016260162601626018
ER,0.014319908857849088,7,1,15,0.014227642276422764
PLASMA,0.009902145297169642,7,1,15,0.014227642276422764
SPINDLE,0.003354541077856045,7,1,15,0.014227642276422764
TRANSCRIPTION,0.0009171816214894765,7,1,15,0.014227642276422764
ORGANELLE,0.010144719825135614,6,1,15,0.012195121951219513
